brand,carName,carImg,saleVolume,price,manufacturer,rank,carModel,energyType,marketTime,insure
宝马,宝马X2,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/cf2391d88d57400ea42dbe95063823a7~tplv-resize:640:0.png,1532,"[18.09, 22.49]",华晨宝马,241,紧凑型SUV,汽油,2022.12,3年或10万公里
日产,骐达TIIDA,https://p9-dcd.byteimg.com/img/tos-cn-i-dcdx/c2bc63fa5a1142b9aba74bf02210d1cc~tplv-resize:640:0.png,1511,"[8.99, 12.29]",东风日产,242,紧凑型车,汽油,2023.08,3年或10万公里
腾势,腾势N7,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/c20f7e65103b4758bbb66f1a595f799c~tplv-resize:640:0.png,1480,"[30.18, 37.98]",腾势汽车,243,中型SUV,纯电动,2023.07,6年或15万公里
ARCFOX极狐,极狐 阿尔法S,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/68074449504240e8bf194f287a7bdabc~tplv-resize:640:0.png,1473,"[18.48, 32.48]",北汽新能源,244,中大型车,纯电动,2023.06,3年或12万公里
智己汽车,智己LS7,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/54f6f3a1df194fefb451ad6404921f0a~tplv-resize:640:0.png,1465,"[28.98, 45.98]",智己汽车,245,中大型SUV,纯电动,2023.06,5年或15万公里
smart,smart精灵#3,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/ce918680652d4e4db03cb38be9e2e23d~tplv-resize:640:0.png,1461,"[20.99, 28.99]",smart,246,紧凑型SUV,纯电动,2023.06,4年或15万公里
标致,标致408,https://p3-dcd.byteimg.com/img/motor-img/e734863947662cd987a9be96b479f828~tplv-resize:640:0.png,1441,"[9.57, 11.17]",东风标致,247,紧凑型车,汽油,2022.08,5年或15万公里
奥迪,奥迪Q2L,https://p9-dcd.byteimg.com/img/motor-img/0e16b77226dca6112ea3d2b8e2e7d9d5~tplv-resize:640:0.png,1433,"[15.15, 18.28]",一汽-大众奥迪,248,小型SUV,汽油,2023.08,3年或10万公里
凯翼,炫界,https://p3-dcd.byteimg.com/img/motor-img/2666dff05b9d5813ff3dcfff49862beb~tplv-resize:640:0.png,1425,"[6.39, 12.98]",凯翼汽车,249,紧凑型SUV,汽油,2023.06,3年或10万公里
广汽传祺,传祺GS4,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/0d580559172745108aaaa3b7e2aa8a18~tplv-resize:640:0.png,1425,"[7.88, 12.08]",广汽乘用车,250,紧凑型SUV,汽油,2023.04,3年或10万公里
北京,北京BJ40,https://p3-dcd.byteimg.com/img/motor-img/a253df1d50d10b5094fce8ba79a278d1~tplv-resize:640:0.png,1420,"[14.98, 26.99]",北京越野,251,紧凑型SUV,汽油,2023.08,3年或10万公里
岚图,岚图梦想家 PHEV,https://p3-dcd.byteimg.com/img/motor-img/523d07a28dc794d64e0a901a3e9c6a1f~tplv-resize:640:0.png,1413,"[33.99, 60.99]",岚图汽车,252,中大型MPV,插电式混合动力,2022.05,5年或10万公里
奔驰,奔驰GLA,https://p3-dcd.byteimg.com/img/motor-img/ea488e8d2a2b6944933531ac136e4c67~tplv-resize:640:0.png,1400,"[20.78, 26.48]",北京奔驰,253,紧凑型SUV,汽油,2022.09,3年不限公里
本田,英仕派,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/16a778954abf46d9bd130e5b2e32c98b~tplv-resize:640:0.png,1374,"[15.89, 23.49]",东风本田,254,中型车,汽油,2023.07,3年或10万公里
启辰,启辰D60 EV,https://p3-dcd.byteimg.com/img/motor-img/9defc15eb235673157d66da8cbba5273~tplv-resize:640:0.png,1368,"[12.98, 14.78]",东风日产启辰,255,紧凑型车,纯电动,2022.10,3年或12万公里
别克,世纪,https://p9-dcd.byteimg.com/img/tos-cn-i-dcdx/c5b214e5d3fa4fa89c233743b464e318~tplv-resize:640:0.png,1353,"[46.98, 68.98]",上汽通用别克,256,中大型MPV,48V轻混系统,2023.08,3年或10万公里
吉利几何,吉利几何G6,https://p3-dcd.byteimg.com/img/motor-img/3d949c38a192e62cc62d2231d5dc57dd~tplv-resize:640:0.png,1342,"[11.98, 14.78]",吉利几何,257,紧凑型车,纯电动,2023.09,4年或12万公里
启辰,启辰大V,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/70ada3c249cf4fd69983d811b1e04a39~tplv-resize:640:0.png,1340,"[8.98, 12.08]",东风日产启辰,258,紧凑型SUV,汽油,2023.09,3年或10万公里
比亚迪,唐EV,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/0e4eb3c18a9b4970b9fb9102879d383a~tplv-resize:640:0.png,1336,"[24.98, 34.28]",比亚迪,259,中型SUV,纯电动,2023.08,6年或15万公里
现代,库斯途,https://p3-dcd.byteimg.com/img/motor-img/b8003b7e07498026bae4c0eef2ac8b4f~tplv-resize:640:0.png,1329,"[14.98, 19.88]",北京现代,260,中大型MPV,汽油,2022.05,5年或10万公里
星途,星途凌云,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/023c83c093834e84a0ed4cf48601be51~tplv-resize:640:0.png,1299,"[13.29, 18.29]",星途,261,中型SUV,汽油,2023.07,3年或10万公里
小鹏汽车,小鹏P5,https://p9-dcd.byteimg.com/img/motor-img/ee76bb9d0563701bfda81cf509b7d468~tplv-resize:640:0.png,1268,"[15.69, 20.29]",小鹏汽车,262,紧凑型车,纯电动,2022.05,4年或10万公里
江淮瑞风,瑞风M3,https://p9-dcd.byteimg.com/img/motor-img/84b7fe67cf859ba3a518ab0d3d3bf073~tplv-resize:640:0.png,1226,"[6.58, 12.79]",江汽集团,263,紧凑型MPV,汽油,2023.03,3年或10万公里
创维汽车,创维EV6,https://p9-dcd.byteimg.com/img/motor-img/3554aee6c3f5a8b250f11db8e1b1af84~tplv-resize:640:0.png,1207,"[15.68, 32.98]",创维汽车,264,中型SUV,纯电动,2023.04,5年或15万公里
雪铁龙,凡尔赛C5 X,https://p9-dcd.byteimg.com/img/tos-cn-i-dcdx/9552e6adc8dd4695bcec7c04ee75b191~tplv-resize:640:0.png,1206,"[14.37, 18.67]",东风雪铁龙,265,中型车,汽油,2023.04,5年或15万公里
本田,ZR-V 致在,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/892330c9c7844d48a5ab6846ba8d69fe~tplv-resize:640:0.png,1193,"[12.99, 19.89]",广汽本田,266,紧凑型SUV,汽油,2023.02,3年或10万公里
本田,艾力绅,https://p3-dcd.byteimg.com/img/motor-img/ca29b4ab792b352e4205c0a2c674453f~tplv-resize:640:0.png,1188,"[24.98, 31.18]",东风本田,267,中型MPV,油电混合,2023.07,3年或10万公里
凯迪拉克,凯迪拉克XT6,https://p9-dcd.byteimg.com/img/motor-img/6d647af5a9e836b52664a4b0e679b4ea~tplv-resize:640:0.png,1187,"[33.77, 47.77]",上汽通用凯迪拉克,268,中大型SUV,48V轻混系统,2021.08,3年不限公里
大众,威然,https://p3-dcd.byteimg.com/img/motor-img/5dc411ad7f5c2d9d8d69255c864cfded~tplv-resize:640:0.png,1177,"[26.48, 37.78]",上汽大众,269,中大型MPV,汽油,2023.08,3年或10万公里
长安欧尚,奔奔E-Star,https://p3-dcd.byteimg.com/img/motor-img/5a66c6bc0c1d71c7e6f68f53b902d1b9~tplv-resize:640:0.png,1169,"[6.79, 6.79]",长安汽车,270,小型车,纯电动,2023.05,3年或12万公里
北京汽车,魔方,https://p3-dcd.byteimg.com/img/motor-img/6484b5e44861629ef049ac3c1ce3635b~tplv-resize:640:0.png,1162,"[8.99, 14.39]",北京汽车,271,紧凑型SUV,汽油,2023.08,5年或10万公里
路虎,揽胜极光,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/f6f3c888d1094dbeb62f6472ceb0ca3a~tplv-resize:640:0.png,1156,"[25.73, 30.7]",奇瑞捷豹路虎,272,中型SUV,48V轻混系统,2023.03,3年或10万公里
红旗,红旗H9,https://p9-dcd.byteimg.com/img/tos-cn-i-dcdx/5a83a84460054405a374db60196ea265~tplv-resize:640:0.png,1137,"[25.98, 81]",一汽红旗,273,中大型车,48V轻混系统,2023.08,4年或10万公里
阿维塔,阿维塔 11,https://p3-dcd.byteimg.com/img/motor-img/5bda964d202365c9e2d3a2b387f72421~tplv-resize:640:0.png,1130,"[30, 60]",阿维塔科技,274,中大型SUV,纯电动,2023.03,5年或12万公里
雪佛兰,星迈罗,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/8872eb50f9e04be1b5b3314e99ffbca7~tplv-resize:640:0.png,1107,"[11.79, 14.29]",上汽通用雪佛兰,275,紧凑型SUV,汽油,2023.07,3年或10万公里
捷豹,捷豹XEL,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/738f5783073047c080a6da837c236b97~tplv-resize:640:0.png,1097,"[19.49, 21.44]",奇瑞捷豹路虎,276,中型车,汽油,2023.02,3年或10万公里
岚图,岚图FREE,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/debb222a0b6f4a888c798b60e527050e~tplv-resize:640:0.png,1089,"[26.69, 26.69]",岚图汽车,277,中大型SUV,增程式,2023.08,5年或10万公里
林肯,林肯Z,https://p3-dcd.byteimg.com/img/motor-img/bcb66ab6c3d3d01477068d328fe05788~tplv-resize:640:0.png,1079,"[23.18, 32.08]",长安林肯,278,中型车,汽油,2022.11,5年或14万公里
奥迪,奥迪A7L,https://p3-dcd.byteimg.com/img/motor-img/2d8a5201cffa633101a59b71d00fafef~tplv-resize:640:0.png,1073,"[37.87, 62.97]",上汽奥迪,279,中大型车,汽油,2023.08,3年或10万公里
星途,星途揽月,https://p3-dcd.byteimg.com/img/motor-img/1da13ea11df361f0cbe3c12dc214a6e6~tplv-resize:640:0.png,1064,"[18.99, 23.59]",星途,280,中大型SUV,汽油,2023.04,3年或10万公里
红旗,红旗HS7,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/d88db156ed514c43a111d5f57a4e797d~tplv-resize:640:0.png,1057,"[25.57, 33.57]",一汽红旗,281,中大型SUV,48V轻混系统,2023.08,4年或10万公里
红旗,红旗H6,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/b8866191c23a4742912f0d6aeda6089d~tplv-resize:640:0.png,1057,"[18.63, 23.33]",一汽红旗,282,中型车,汽油,2023.04,4年或10万公里
SRM鑫源,金海狮,https://p3-dcd.byteimg.com/img/motor-img/420edba187de7d68b797455324ccd5af~tplv-resize:640:0.png,1042,"[6.09, 8.79]",鑫源汽车,283,中型MPV,汽油,2023.09,2年或10万公里
沃尔沃,沃尔沃XC40,https://p9-dcd.byteimg.com/img/motor-img/6a1caf1b4b697cab56088b3ebb92180c~tplv-resize:640:0.png,1032,"[21.5, 30]",沃尔沃亚太,284,紧凑型SUV,48V轻混系统,2023.07,3年不限公里
日产,途达,https://p3-dcd.byteimg.com/img/motor-img/4fb69a37d8e0b84f5ba9d634e58c00f5~tplv-resize:640:0.png,1030,"[15.18, 23.03]",郑州日产,285,中型SUV,汽油,2019.11,3年或10万公里
北汽制造,王牌M7,https://p9-dcd.byteimg.com/img/tos-cn-i-dcdx/9ab40d5c662d43be9e3e28282ab17ad7~tplv-resize:640:0.png,1018,"[5.98, 13.98]",北京汽车制造厂,286,中大型MPV,汽油,2022.12,3年或6万公里
名爵,MG4 EV,https://p9-dcd.byteimg.com/img/tos-cn-i-dcdx/798b4dc1a776470c9d5ebf6dae3be966~tplv-resize:640:0.png,1014,"[11.58, 16.28]",上汽集团,287,紧凑型车,纯电动,2023.09,3年或10万公里
合创汽车,合创Z03,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/966f8986005d4b1e9b62bd3bc3231f39~tplv-resize:640:0.png,1013,"[13.48, 18.28]",合创汽车,288,紧凑型SUV,纯电动,2022.04,4年或15万公里
马自达,马自达CX-50行也,https://p9-dcd.byteimg.com/img/tos-cn-i-dcdx/cd69fe0e126842e7ac2d6c942972143f~tplv-resize:640:0.png,1012,"[15.98, 20.68]",长安马自达,289,紧凑型SUV,汽油,2023.05,3年或10万公里
睿蓝汽车,枫叶60s,https://p3-dcd.byteimg.com/img/motor-img/22ab00035ad9fd4ac71b8baf75aa7293~tplv-resize:640:0.png,1008,"[8.98, 14.98]",睿蓝汽车,290,紧凑型车,纯电动,2023.03,1年或15万公里
丰田,丰田C-HR,https://p9-dcd.byteimg.com/img/tos-cn-i-dcdx/b0e1fef05cbb4a33be7c024e82deae95~tplv-resize:640:0.png,996,"[12.78, 17.88]",广汽丰田,291,小型SUV,汽油,2023.03,3年或10万公里
AITO,问界M7,https://p9-dcd.byteimg.com/img/tos-cn-i-dcdx/c98c785d24e14ff597281defafd47eea~tplv-resize:640:0.png,988,"[24.98, 37.98]",赛力斯汽车,292,中大型SUV,增程式,2023.09,4年或10万公里
五菱汽车,五菱Air ev晴空,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/8c27ef5a5a234a1d8d74da44fb388893~tplv-resize:640:0.png,983,"[5.58, 6.78]",上汽通用五菱,293,微型车,纯电动,2022.12,3年或10万公里
奔腾,奔腾T55,https://p9-dcd.byteimg.com/img/motor-img/5eb9a1106aaeba38383586d41c10fd06~tplv-resize:640:0.png,981,"[8.39, 10.49]",一汽奔腾,294,紧凑型SUV,汽油,2023.04,3年或10万公里
捷豹,捷豹XFL,https://p9-dcd.byteimg.com/img/motor-img/190c57af7bbbeef1fe4d861898bc4fb0~tplv-resize:640:0.png,970,"[25.98, 32.49]",奇瑞捷豹路虎,295,中大型车,汽油,2023.04,3年或10万公里
奔驰,奔驰EQE,https://p3-dcd.byteimg.com/img/motor-img/4ea57237b66d26a84ae6dcc9adc0af6f~tplv-resize:640:0.png,941,"[47.7, 53.33]",北京奔驰,296,中大型车,纯电动,2022.08,3年不限公里
凯迪拉克,凯迪拉克CT6,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/1effd18860ed46a9873ed3b7e2552f7b~tplv-resize:640:0.png,927,"[29.97, 42.47]",上汽通用凯迪拉克,297,中大型车,汽油,2023.05,3年不限公里
路虎,发现运动版,https://p9-dcd.byteimg.com/img/tos-cn-i-dcdx/63bd1e05178246b180cc8f58803a03c5~tplv-resize:640:0.png,915,"[23.39, 29.03]",奇瑞捷豹路虎,298,中型SUV,48V轻混系统,2023.07,3年或10万公里
飞凡汽车,飞凡F7,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/05418ae564404a428099f08313bb880d~tplv-resize:640:0.png,902,"[21.49, 28.19]",飞凡汽车,301,中大型车,纯电动,2023.03,5年或12万公里
本田,本田CR-V PHEV,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/0047a45a573a45fcbfe7e58c31d36acd~tplv-resize:640:0.png,879,"[20.59, 24.99]",东风本田,302,紧凑型SUV,插电式混合动力,2023.03,3年或10万公里
凌宝汽车,凌宝BOX,https://p9-dcd.byteimg.com/img/motor-img/9d72dc64d09e5287ae96d903ebcc638d~tplv-resize:640:0.png,871,"[4.38, 6.88]",吉麦新能源,303,微型车,纯电动,2023.01,3年或6万公里
起亚,狮铂拓界,https://p9-dcd.byteimg.com/img/motor-img/64635680904a46d6cc34230eaf9a9552~tplv-resize:640:0.png,848,"[13.98, 19.78]",起亚,304,紧凑型SUV,汽油,2022.11,5年或10万公里
大众,迈腾GTE,https://p3-dcd.byteimg.com/img/motor-img/aa0da3e462123203481abf9ce80822a1~tplv-resize:640:0.png,837,"[18.89, 20.89]",一汽-大众,305,中型车,插电式混合动力,2021.12,3年或10万公里
大众,探岳X,https://p3-dcd.byteimg.com/img/motor-img/2354614b33fc510dcae00876a4a23d77~tplv-resize:640:0.png,831,"[19.39, 22.39]",一汽-大众,306,中型SUV,汽油,2023.03,3年或10万公里
岚图,岚图梦想家 EV,https://p3-dcd.byteimg.com/img/motor-img/f555a18ac28d80c7e938d27b137da439~tplv-resize:640:0.png,828,"[33.99, 65.99]",岚图汽车,307,中大型MPV,纯电动,2022.05,5年或10万公里
大众,帕萨特PHEV,https://p3-dcd.byteimg.com/img/motor-img/1304ba480eb5fec1b5059baef1a8762d~tplv-resize:640:0.png,825,"[20.82, 21.71]",上汽大众,308,中型车,插电式混合动力,2022.09,3年或10万公里
吉利几何,帝豪EV,https://p3-dcd.byteimg.com/img/motor-img/0fd8b1fa3b9415afad38741c159dd3e5~tplv-resize:640:0.png,823,"[15.58, 15.98]",吉利几何,309,紧凑型车,纯电动,2022.08,1年或15万公里
北汽制造,元宝,https://p3-dcd.byteimg.com/img/motor-img/99bb51329fafa5120ad763c8e97a3c22~tplv-resize:640:0.png,813,"[2.97, 4.88]",北京汽车制造厂,310,微型车,纯电动,2023.03,3年或10万公里
上汽大通MAXUS,上汽大通MAXUS G10,https://p3-dcd.byteimg.com/img/motor-img/0278cd781f8003a738f78e3a89038863~tplv-resize:640:0.png,804,"[11.28, 18.58]",上汽大通,311,中大型MPV,汽油,2022.09,3年或6万公里
欧拉,欧拉闪电猫,https://p3-dcd.byteimg.com/img/motor-img/9a42521e00f5301bbf77aaec4f602946~tplv-resize:640:0.png,803,"[15.98, 23.98]",长城汽车,312,中型车,纯电动,2022.10,5年或15万公里
起亚,赛图斯,https://p9-dcd.byteimg.com/img/tos-cn-i-dcdx/7fe56786e2be481da4a141a6d9364052~tplv-resize:640:0.png,781,"[11.69, 15.69]",起亚,313,紧凑型SUV,汽油,2023.04,3年或10万公里
凯迪拉克,凯迪拉克GT4,https://p9-dcd.byteimg.com/img/tos-cn-i-dcdx/6db297a9abf54fcb86895a89462201a4~tplv-resize:640:0.png,781,"[19.47, 27.97]",上汽通用凯迪拉克,314,紧凑型SUV,48V轻混系统,2023.05,3年不限公里
标致,标致4008,https://p3-dcd.byteimg.com/img/motor-img/736419b6347a430fa6ef5941234c9513~tplv-resize:640:0.png,770,"[14.47, 20.87]",东风标致,315,紧凑型SUV,汽油,2023.07,5年或15万公里
北京汽车,北京X7,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/80e6cd1dfeb54054b79d3a9b745abcfd~tplv-resize:640:0.png,750,"[9.49, 13.99]",北京汽车,316,紧凑型SUV,汽油,2023.04,5年或10万公里
本田,凌派,https://p9-dcd.byteimg.com/img/motor-img/0177f23b0d8ce46f98fdd1a0c442f875~tplv-resize:640:0.png,749,"[8.18, 14.18]",广汽本田,317,紧凑型车,汽油,2023.05,3年或10万公里
丰田,一汽丰田bZ4X,https://p9-dcd.byteimg.com/img/motor-img/189c3b232b99c56e0bfb8f4a5acc800b~tplv-resize:640:0.png,741,"[13.98, 22.48]",一汽丰田,318,中型SUV,纯电动,2022.10,3年或10万公里
奥迪,奥迪Q5L Sportback,https://p9-dcd.byteimg.com/img/motor-img/2cc4f8515f1b80e13dab5fa1e84196f9~tplv-resize:640:0.png,729,"[34.46, 40.83]",一汽-大众奥迪,319,中型SUV,汽油,2023.08,3年或10万公里
东风富康,富康ES600,https://p9-dcd.byteimg.com/img/motor-img/9d0422fde61435579a20862d9847eecf~tplv-resize:640:0.png,719,"[15.38, 16.38]",神龙汽车,320,紧凑型车,纯电动,2022.11,3年或12万公里
东风风光,风光ix5,https://p3-dcd.byteimg.com/img/motor-img/9519498106439cdc90e3620b34127cfb~tplv-resize:640:0.png,716,"[9.98, 16.59]",东风小康,321,中型SUV,汽油,2022.05,7年或15万公里
昊铂,昊铂GT,https://p9-dcd.byteimg.com/img/tos-cn-i-dcdx/f650d59810d946dcb69225afbad1d693~tplv-resize:640:0.png,710,"[21.99, 33.99]",广汽埃安新能源,322,中大型车,纯电动,2023.07,6年或15万公里
北京,北京BJ60,https://p9-dcd.byteimg.com/img/motor-img/a1d19a6232689b9e0f3e59ac314a91c7~tplv-resize:640:0.png,710,"[23.98, 28.58]",北京越野,323,中大型SUV,48V轻混系统,2022.11,5年或15万公里
起亚,智跑,https://p3-dcd.byteimg.com/img/motor-img/93ee7cb27ef156bcbacc11dc008960e1~tplv-resize:640:0.png,709,"[11.98, 13.78]",起亚,324,紧凑型SUV,汽油,2021.07,5年或10万公里
马自达,马自达CX-5,https://p9-dcd.byteimg.com/img/motor-img/2890823633ca38c1636398f0e014a376~tplv-resize:640:0.png,703,"[14.58, 20.68]",长安马自达,325,紧凑型SUV,汽油,2022.03,3年或10万公里
丰田,亚洲狮,https://p3-dcd.byteimg.com/img/motor-img/425ce00970c41af596f5fb6d21b7fed9~tplv-resize:640:0.png,702,"[11.18, 14.98]",一汽丰田,326,紧凑型车,汽油,2023.05,3年或10万公里
坦克,坦克500,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/5000e8f30e924e12a70153d236ad1d89~tplv-resize:640:0.png,685,"[33.5, 39.5]",长城汽车,327,中大型SUV,48V轻混系统,2023.03,5年或15万公里
奔驰,奔驰EQB,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/0ce310756305451683f1d6b201f17352~tplv-resize:640:0.png,682,"[33.2, 40.8]",北京奔驰,328,紧凑型SUV,纯电动,2023.03,3年不限公里
岚图,岚图追光,https://p9-dcd.byteimg.com/img/tos-cn-i-dcdx/45e0ac325fd04a4e8b1ce482ce1be56e~tplv-resize:640:0.png,675,"[32.29, 38.59]",岚图汽车,329,中大型车,纯电动,2023.04,5年或10万公里
起亚,奕跑,https://p3-dcd.byteimg.com/img/motor-img/3634d1e1b33e9b6c6c8163d55fcca20c~tplv-resize:640:0.png,651,"[6.68, 8.08]",起亚,330,小型SUV,汽油,2021.06,3年或10万公里
凯迪拉克,LYRIQ锐歌,https://p9-dcd.byteimg.com/img/tos-cn-i-dcdx/5b605a25ad8a418bb3cdadd026658e20~tplv-resize:640:0.png,650,"[37.97, 41.97]",上汽通用凯迪拉克,331,中大型SUV,纯电动,2022.06,3年不限公里
五菱汽车,五菱征程,https://p3-dcd.byteimg.com/img/motor-img/14a5f4d31b2390bbe29d1e2ed5c86725~tplv-resize:640:0.png,644,"[6.98, 9.08]",上汽通用五菱,332,中大型MPV,汽油,2022.09,3年或6万公里
吉利汽车,帝豪L HiP,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/7317c74acb8a4d00aa8ab358efb895fa~tplv-resize:640:0.png,643,"[10.58, 14.88]",吉利汽车,333,紧凑型车,插电式混合动力,2023.07,6年或15万公里
凯翼,凯翼昆仑,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/a385d82599504854a61d9db1639a5daf~tplv-resize:640:0.png,624,"[9.99, 16.99]",凯翼汽车,334,中型SUV,汽油,2023.03,4年或10万公里
小鹏汽车,小鹏G9,https://p3-dcd.byteimg.com/img/motor-img/57c7fd76817fb6148dce372c42acc18c~tplv-resize:640:0.png,616,"[26.39, 41.99]",小鹏汽车,335,中大型SUV,纯电动,2023.09,5年或12万公里
吉利汽车,星越L 增程电动版,https://p3-dcd.byteimg.com/img/motor-img/1de5778e4fb08daa009c7fb564c2de0f~tplv-resize:640:0.png,614,"[22.77, 24.17]",吉利汽车,336,紧凑型SUV,插电式混合动力,2022.11,5年或15万公里
本田,雅阁 PHEV,https://p9-dcd.byteimg.com/img/tos-cn-i-dcdx/22cc55c748b24c929e94f9ab5fe5b4f2~tplv-resize:640:0.png,612,"[22.08, 25.38]",广汽本田,337,中型车,插电式混合动力,2023.05,3年或10万公里
本田,本田e:NS1,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/0a57ed27aacd44b481e78ac2404d68e1~tplv-resize:640:0.png,611,"[14.5, 18.8]",东风本田,338,小型SUV,纯电动,2022.04,3年或12万公里
红旗,红旗E-HS9,https://p3-dcd.byteimg.com/img/motor-img/fb5c6d20cd6044b28f6eec55dcd6c61c~tplv-resize:640:0.png,610,"[50.97, 77.97]",一汽红旗,339,大型SUV,纯电动,2022.06,4年或10万公里
雪佛兰,雪佛兰畅巡,https://p3-dcd.byteimg.com/img/motor-img/017ffe70e741c3fe352de81cc84795ce~tplv-resize:640:0.png,603,"[16.03, 18.79]",上汽通用雪佛兰,340,紧凑型车,纯电动,2023.06,3年或10万公里
日产,劲客,https://p3-dcd.byteimg.com/img/motor-img/504fb3220f62bbc899bbe7bdbdb15d0a~tplv-resize:640:0.png,602,"[8.98, 12.28]",东风日产,341,小型SUV,汽油,2023.07,3年或10万公里
奔驰,奔驰EQE SUV,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/8ef5545f7a9744bd9213a54c34ddda90~tplv-resize:640:0.png,587,"[44.6, 59.06]",北京奔驰,342,中大型SUV,纯电动,2023.05,3年不限公里
奥迪,奥迪Q6,https://p3-dcd.byteimg.com/img/motor-img/f2c6590230ea9e5dafc638dfb7091ab0~tplv-resize:640:0.png,587,"[44.16, 61.56]",上汽奥迪,343,中大型SUV,汽油,2023.09,3年或10万公里
丰田,凌尚,https://p3-dcd.byteimg.com/img/motor-img/66e6bc900e196b8ffdb72e07bfe2b18e~tplv-resize:640:0.png,584,"[12.58, 15.58]",广汽丰田,344,紧凑型车,汽油,2023.03,3年或10万公里
奥迪,奥迪Q3 Sportback,https://p9-dcd.byteimg.com/img/tos-cn-i-dcdx/5bcc38dbfe224058a45bfccef3d561c4~tplv-resize:640:0.png,582,"[21.7, 30.7]",一汽-大众奥迪,345,紧凑型SUV,汽油,2023.08,3年或10万公里
东风风光,风光500,https://p9-dcd.byteimg.com/img/motor-img/e70c2c39ab8b0a1e6e4d38c67e96c92f~tplv-resize:640:0.png,580,"[5.98, 8.58]",东风小康,346,紧凑型SUV,汽油,2021.08,7年或15万公里
东风风光,风光580,https://p3-dcd.byteimg.com/img/motor-img/81ce7abfa259e4a8e2764f1000f284d5~tplv-resize:640:0.png,573,"[7.29, 12.49]",东风小康,347,中型SUV,汽油,2021.11,7年或15万公里
斯柯达,柯米克GT,https://p9-dcd.byteimg.com/img/motor-img/b107ac26e249c23a271698a4c770fb62~tplv-resize:640:0.png,563,"[9.99, 9.99]",上汽大众斯柯达,348,小型SUV,汽油,2022.10,3年或10万公里
荣威,荣威Ei5,https://p3-dcd.byteimg.com/img/motor-img/f44c223bbfe4ddf0d92ef89139ae89bd~tplv-resize:640:0.png,563,"[15.28, 16.68]",上汽集团,349,紧凑型车,纯电动,2021.03,3年或10万公里
东风富康,e爱丽舍,https://p3-dcd.byteimg.com/img/motor-img/9ceefa4a99be7a2c74240137c1d04568~tplv-resize:640:0.png,559,"[12.98, 13.98]",神龙汽车,350,紧凑型车,纯电动,2021.03,3年或12万公里
魏牌,摩卡DHT-PHEV,https://p9-dcd.byteimg.com/img/tos-cn-i-dcdx/cd89d1fdd41e40d49d633e182ad7e81c~tplv-resize:640:0.png,554,"[23.18, 23.18]",长城汽车,351,中型SUV,插电式混合动力,2023.06,5年或15万公里
大众,ID.6 CROZZ,https://p9-dcd.byteimg.com/img/motor-img/6bed7b14097cb1b189b4c7f0fc120484~tplv-resize:640:0.png,551,"[19.59, 29.19]",一汽-大众,352,中大型SUV,纯电动,2023.09,3年或10万公里
荣威,荣威eRX5,https://p9-dcd.byteimg.com/img/tos-cn-i-dcdx/e6c1c61db1b244cd87614a65ebe5ac0e~tplv-resize:640:0.png,551,"[12.79, 16.28]",上汽集团,353,紧凑型SUV,插电式混合动力,2022.08,3年或10万公里
东风风行,风行T5 EVO,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/6be1a593a1ee4ab4b742d25602fa2f8f~tplv-resize:640:0.png,538,"[9.39, 13.69]",东风风行,354,紧凑型SUV,汽油,2023.05,8年或16万公里
哈弗,哈弗H9,https://p3-dcd.byteimg.com/img/motor-img/f4d73dc8d64af9db71aa8ab11543b329~tplv-resize:640:0.png,538,"[20.98, 27.48]",长城汽车,355,中大型SUV,汽油,2021.09,3年或10万公里
